sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,year,fl,tl,wt,liver_wt,sex,gonad_wt,full_gut_wt,empty_gut_wt,stom_content,number_content,content_wt,notes...14,,
A-22-11-M,3.960748887,-28.6288586,-28.03191322,-29.23,7.29,lake,smallmouth bass,may,muscle,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A-A22-01-L,5.426944475,-25.31732497,-25.2184986,-27.37,6.28,lake,smallmouth bass,august,liver,2022,289,305,408,NA,M,NA,NA,NA,wt:11.1 content:2.3 fish whole,NA,NA,Fish in stom maybe cyp,,
A-A22-01-M,3.931174877,-25.88813687,-25.28187662,-26.46,6.9,lake,smallmouth bass,august,muscle,2022,289,305,408,NA,M,NA,NA,NA,wt:11.1 content:2.3 fish whole,NA,NA,Fish in stom maybe cyp,,
A-A22-02-L,5.1821582,-26.75966338,-26.57287648,-28.57,6.26,lake,smallmouth bass,august,liver,2022,298,312,428,NA,M,NA,NA,NA,wt:8 content: 0,NA,NA,NA,,
A-A22-02-M,3.797199112,-28.23077288,-27.58269248,-28.67,6.63,lake,smallmouth bass,august,muscle,2022,298,312,428,NA,M,NA,NA,NA,wt:8 content: 0,NA,NA,NA,,
A-A22-03-L,5.134908385,-26.1164407,-25.91289024,-27.88,6.23,lake,smallmouth bass,august,liver,2022,330,347,570,NA,M,NA,NA,NA,wt:16.4 content:5.2 cray fish,NA,NA,NA,,
A-A22-03-M,3.809966338,-25.77813333,-25.13401139,-26.23,7.2,lake,smallmouth bass,august,muscle,2022,330,347,570,NA,M,NA,NA,NA,wt:16.4 content:5.2 cray fish,NA,NA,NA,,
A-A22-04-L,5.156298057,-27.83526492,-27.63929453,-29.62,5.82,lake,smallmouth bass,august,liver,2022,310,325,490,NA,F,NA,NA,NA,wt:25 content:8.6,NA,NA,2 x craytilh,,
A-A22-04-M,3.890448473,-27.26845601,-26.64941751,-27.8,6.51,lake,smallmouth bass,august,muscle,2022,310,325,490,NA,F,NA,NA,NA,wt:25 content:8.6,NA,NA,2 x craytilh,,
A-A22-05-L,5.422243286,-26.17197915,-26.07144601,-28.22,6.17,lake,smallmouth bass,august,liver,2022,286,302,392,NA,M,NA,NA,NA,wt:6.7 content:0,NA,NA,NA,,
A-A22-05-M,3.836785976,-26.23158188,-25.59579376,-26.71,7.27,lake,smallmouth bass,august,muscle,2022,286,302,392,NA,M,NA,NA,NA,wt:6.7 content:0,NA,NA,NA,,
A-A22-06-L,5.741036114,-26.17637425,-26.19310718,-28.54,6.95,lake,smallmouth bass,august,liver,2022,347,366,728.5,NA,M,NA,NA,NA,wt:11.9 content:1.2,NA,NA,TAC#: 22183609,,
A-A22-06-M,3.841232756,-25.95717957,-25.32277563,-26.44,7.42,lake,smallmouth bass,august,muscle,2022,347,366,728.5,NA,M,NA,NA,NA,wt:11.9 content:1.2,NA,NA,TAC#: 22183609,,
A-A22-07-L,6.365905566,-26.83775349,-27.09313755,-29.82,6.9,lake,smallmouth bass,august,liver,2022,361,383,850,NA,M,NA,NA,NA,wt:17.4 content:0,NA,NA,Tag 22183610,,
A-A22-07-M,3.945326632,-27.78412663,-27.18231998,-28.37,8.27,lake,smallmouth bass,august,muscle,2022,361,383,850,NA,M,NA,NA,NA,wt:17.4 content:0,NA,NA,Tag 22183610,,
A-A22-08-L,5.481368464,-28.52344522,-28.44442694,-30.63,5.55,lake,smallmouth bass,august,liver,2022,256,271,271.5,NA,M,NA,NA,NA,wt:9.2 content:1.6 odonate,NA,NA,caught OP15,,
A-A22-08-M,3.754350448,-29.54319306,-28.88186895,-29.94,6.54,lake,smallmouth bass,august,muscle,2022,256,271,271.5,NA,M,NA,NA,NA,wt:9.2 content:1.6 odonate,NA,NA,caught OP15,,
A-A22-09-L,6.562497954,-26.88312703,-27.21593753,-30.06,6.42,lake,smallmouth bass,august,liver,2022,270,282,402.1,NA,M,NA,NA,NA,wt:30.2 fish:2.7 cray: 12.9,NA,NA,NA,,
A-A22-09-M,3.965375891,-27.21427787,-26.61879256,-27.82,6.83,lake,smallmouth bass,august,muscle,2022,270,282,402.1,NA,M,NA,NA,NA,wt:30.2 fish:2.7 cray: 12.9,NA,NA,NA,,
A-A22-10-L,5.945236474,-26.18421589,-26.27767213,-28.75,5.87,lake,smallmouth bass,august,liver,2022,250,264,267.4,NA,M,NA,NA,NA,wt:10.7 cray:3.2,NA,NA,NA,,
A-A22-10-M,3.966549851,-26.58311565,-25.9880009,-27.19,7.17,lake,smallmouth bass,august,muscle,2022,250,264,267.4,NA,M,NA,NA,NA,wt:10.7 cray:3.2,NA,NA,NA,,
FU-22-07-L,5.356743498,-27.85682394,-27.7325819,-29.84,7.77,creek,smallmouth bass,may,liver,2022,100,105,12.5,NA,NA,NA,NA,NA,Yellow Perch = 2.5g,NA,NA,Muscle and liver taken,,
FU-22-07-M,3.997287078,-26.24268579,-25.65729022,-26.88,6.46,creek,smallmouth bass,may,muscle,2022,100,105,12.5,NA,NA,NA,NA,NA,Yellow Perch = 2.5g,NA,NA,Muscle and liver taken,,
FU-22-08-L,5.259836988,-26.49276138,-26.33368563,-28.38,7.05,creek,smallmouth bass,may,liver,2022,315,330,518,NA,F,NA,NA,NA,Golden and Common Shiner = 18.5g,NA,NA,Aly # M22-OP-100,,
FU-22-08-M,3.924557964,-27.22468762,-26.61634736,-27.79,6.56,creek,smallmouth bass,may,muscle,2022,315,330,518,NA,F,NA,NA,NA,Golden and Common Shiner = 18.5g,NA,NA,Aly # M22-OP-100,,
CR5-023-SMB-3-L,6.109747432,-27.04135004,-27.19751619,-29.77,8.07,creek,smallmouth bass,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-SMB-3-M,3.857554943,-24.86102061,-24.23170326,-25.36,6.47,creek,smallmouth bass,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-SMB-5-L,6.046864448,-27.4436042,-27.57570598,-30.11,8.21,creek,smallmouth bass,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-SMB-5-M,3.774828308,-27.79291997,-27.13791721,-28.21,8.38,creek,smallmouth bass,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A23-SMB-1-L,5.64020147,-24.39620054,-24.37550838,-26.66,5.03,creek,smallmouth bass,august,liver,2023,120,126,28.97,0.4421,M,Too small,4.3468,1.8122,Yellow Perch,3,2.5346,Approx 50mm total length,,
CR5-A23-SMB-1-M,3.807262316,-23.96081031,-23.31584952,-24.41,5.55,creek,smallmouth bass,august,muscle,2023,120,126,28.97,0.4421,M,Too small,4.3468,1.8122,Yellow Perch,3,2.5346,Approx 50mm total length,,
CR5-A23-SMB-10-L,7.236643871,-25.88572257,-26.49225975,-29.73,7.34,creek,smallmouth bass,august,liver,2023,168,177,83,0.9198,M,0.1567,12.0433,NA,Unidentified fish,1,7.0051,NA,,
CR5-A23-SMB-10-L,7.236643871,-25.88572257,-26.49225975,-29.73,7.34,creek,smallmouth bass,august,liver,2023,118,125,25.7649,0.3098,M,too small,3.2334,1.8152,Unidentified fish,1,1.2287,NA,,
CR5-A23-SMB-10-M,3.781196824,-28.05661514,-27.40358126,-28.48,8.9,creek,smallmouth bass,august,muscle,2023,168,177,83,0.9198,M,0.1567,12.0433,NA,Unidentified fish,1,7.0051,NA,,
CR5-A23-SMB-10-M,3.781196824,-28.05661514,-27.40358126,-28.48,8.9,creek,smallmouth bass,august,muscle,2023,118,125,25.7649,0.3098,M,too small,3.2334,1.8152,Unidentified fish,1,1.2287,NA,,
CR5-A23-SMB-2-L,5.066281422,-25.37438139,-25.14660809,-27.07,5.2,creek,smallmouth bass,august,liver,2023,132,140,34.1622,0.4143,IND,too small,3.6932,2.6036,Yellow Perch,1,1.0651,53mm total length,,
CR5-A23-SMB-2-M,3.757152178,-24.95041934,-24.28995924,-25.35,5.29,creek,smallmouth bass,august,muscle,2023,132,140,34.1622,0.4143,IND,too small,3.6932,2.6036,Yellow Perch,1,1.0651,53mm total length,,
CR5-A23-SMB-3-L,5.908332751,-23.84075058,-23.9202492,-26.37,5.38,creek,smallmouth bass,august,liver,2023,98,106,18.6234,0.4173,IND,too small,2.3919,1.4335,Unidentified fish,2,0.9584,NA,,
CR5-A23-SMB-3-M,3.837290817,-23.94108209,-23.30545108,-24.42,5.47,creek,smallmouth bass,august,muscle,2023,98,106,18.6234,0.4173,IND,too small,2.3919,1.4335,Unidentified fish,2,0.9584,NA,,
CR5-A23-SMB-4-L,5.005851779,-24.73420674,-24.48522709,-26.37,4.99,creek,smallmouth bass,august,liver,2023,111,117,27.444,0.3805,IND,Too small,7.1379,2.3995,Creek Chub,1,2.2761,Approx 60mm total length,,
CR5-A23-SMB-4-L,5.005851779,-24.73420674,-24.48522709,-26.37,4.99,creek,smallmouth bass,august,liver,2023,111,117,27.444,0.3805,IND,Too small,7.1379,2.3995,Yellow Perch,2,2.0289,Approx 50mm total length,,
CR5-A23-SMB-4-M,3.840459945,-24.21794465,-23.5833001,-24.7,5.29,creek,smallmouth bass,august,muscle,2023,111,117,27.444,0.3805,IND,Too small,7.1379,2.3995,Creek Chub,1,2.2761,Approx 60mm total length,,
CR5-A23-SMB-4-M,3.840459945,-24.21794465,-23.5833001,-24.7,5.29,creek,smallmouth bass,august,muscle,2023,111,117,27.444,0.3805,IND,Too small,7.1379,2.3995,Yellow Perch,2,2.0289,Approx 50mm total length,,
CR5-A23-SMB-5-L,5.875672029,-27.36308469,-27.4302642,-29.86,4.7,creek,smallmouth bass,august,liver,2023,118,123,28.0563,NA,M,0.0485,4.2205,1.8517,Yellow Perch,3,2.3688,Approx 50mm total length,,
CR5-A23-SMB-5-M,3.769397944,-31.70829604,-31.05161554,-32.12,3.78,creek,smallmouth bass,august,muscle,2023,118,123,28.0563,NA,M,0.0485,4.2205,1.8517,Yellow Perch,3,2.3688,Approx 50mm total length,,
CR5-A23-SMB-6-L,5.018359959,-27.30182364,-27.05722395,-28.95,7.36,creek,smallmouth bass,august,liver,2023,142,153,41.8172,0.3671,F,0.137,2.6884,2.4355,Terrestrial invert (likely an ant),1,0.0514,NA,,
CR5-A23-SMB-6-M,3.728899743,-27.48838925,-26.81922911,-27.86,7.53,creek,smallmouth bass,august,muscle,2023,142,153,41.8172,0.3671,F,0.137,2.6884,2.4355,Terrestrial invert (likely an ant),1,0.0514,NA,,
CR5-A23-SMB-7-L,5.419386192,-26.50480767,-26.40323759,-28.55,6.63,creek,smallmouth bass,august,liver,2023,110,117,19.577,0.2161,F,NA,1.4102,1.2029,Unidentified fish (fish spine),1,0.1754,NA,,
CR5-A23-SMB-7-M,3.938250593,-24.52113191,-23.91709755,-25.1,6.15,creek,smallmouth bass,august,muscle,2023,110,117,19.577,0.2161,F,NA,1.4102,1.2029,Unidentified fish (fish spine),1,0.1754,NA,,
CR5-A23-SMB-8-L,4.853238215,-23.94529417,-23.64327539,-25.43,4.68,creek,smallmouth bass,august,liver,2023,97,102,11.8432,0.1302,IND,too small,2.1504,0.7633,Yellow Perch,1,1.3455,Approx 50mm total length,,
CR5-A23-SMB-8-M,3.690860571,-22.96604803,-22.28521819,-23.3,4.69,creek,smallmouth bass,august,muscle,2023,97,102,11.8432,0.1302,IND,too small,2.1504,0.7633,Yellow Perch,1,1.3455,Approx 50mm total length,,
CR5-A23-SMB-9-L,5.437618156,-23.34675803,-23.25180927,-25.41,5.28,creek,smallmouth bass,august,liver,2023,113,120,24.2858,0.3967,IND,too small,3.3777,2.0614,Yellow Perch,2,1.3204,Approx 50mm total length,,
CR9-A23-SMB-10-L,5.683907399,-24.30293167,-24.29842344,-26.61,5.26,creek,smallmouth bass,august,liver,2023,141,147,53.1452,1.1679,M,0.0534,8.9384,4.6629,Yellow Perch,5,3.5491,NA,,
CR9-A23-SMB-10-M,3.805039291,-24.2130111,-23.56736087,-24.66,5.52,creek,smallmouth bass,august,muscle,2023,141,147,53.1452,1.1679,M,0.0534,8.9384,4.6629,Yellow Perch,5,3.5491,NA,,
CR9-A23-SMB-9-L,5.641282077,-24.90513074,-24.88483802,-27.17,6.96,creek,smallmouth bass,august,liver,2023,160,165,62.3595,0.8057,F,0.2563,7.4715,4.1321,Yellow perch,2,2.7798,NA,,
CR9-A23-SMB-9-M,3.85585772,-24.66270086,-24.03285417,-25.16,6.88,creek,smallmouth bass,august,muscle,2023,160,165,62.3595,0.8057,F,0.2563,7.4715,4.1321,Yellow perch,2,2.7798,NA,,
CR9-A23-SMB-9-M,3.794390747,-21.74355316,-21.09460279,-22.18,5.48,creek,smallmouth bass,august,muscle,2023,160,165,62.3595,0.8057,F,0.2563,7.4715,4.1321,Yellow perch,2,2.7798,NA,,
FN-A23-SMB-1-L,5.609330614,-28.74676269,-28.71467416,-30.98,6.52,creek,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
FN-A23-SMB-1-M,3.793697478,-28.6842395,-28.03507441,-29.12,7.67,creek,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
FN-A23-SMB-2-L,6.810289493,-24.9778134,-25.4097722,-28.4,5.86,creek,smallmouth bass,august,liver,2023,155,162,54.494,0.7492,IND,NA,5.6019,4.3024,Yellow Perch,1,1.1208,NA,,
FN-A23-SMB-2-M,3.878669848,-27.60011685,-26.97739337,-28.12,7.06,creek,smallmouth bass,august,muscle,2023,155,162,54.494,0.7492,IND,NA,5.6019,4.3024,Yellow Perch,1,1.1208,NA,,
FN-A23-SMB-3-L,5.282544032,-25.94028141,-25.7893417,-27.85,5.49,creek,smallmouth bass,august,liver,2023,88,93,9.3664,NA,F,0.00323,0.5041,NA,Empty,NA,NA,NA,,
FN-A23-SMB-3-M,3.908414149,-23.90066999,-23.28726133,-24.45,5.1,creek,smallmouth bass,august,muscle,2023,88,93,9.3664,NA,F,0.00323,0.5041,NA,Empty,NA,NA,NA,,
FN-A23-SMB-4-L,5.713052256,-26.71407827,-26.72039417,-29.05,7.93,creek,smallmouth bass,august,liver,2023,99,104,13.4244,0.1245,F,0.0484,1.1895,0.826,Unidentified fish,1,0.3144,NA,,
FN-A23-SMB-4-L,6.036986885,-23.72338298,-23.85171532,-26.38,4.73,creek,smallmouth bass,august,liver,2023,99,104,13.4244,0.1245,F,0.0484,1.1895,0.826,Unidentified fish,1,0.3144,NA,,
FN-A23-SMB-4-M,3.78650857,-27.87135652,-27.21996589,-28.3,8.14,creek,smallmouth bass,august,muscle,2023,99,104,13.4244,0.1245,F,0.0484,1.1895,0.826,Unidentified fish,1,0.3144,NA,,
FN-A23-SMB-4-M,3.91199032,-23.81712958,-23.20484289,-24.37,5.1,creek,smallmouth bass,august,muscle,2023,99,104,13.4244,0.1245,F,0.0484,1.1895,0.826,Unidentified fish,1,0.3144,NA,,
LK-023-SMB-1-M,4.012315052,-26.5378081,-25.95717618,-27.19,7.47,lake,smallmouth bass,october,muscle,2023,479,505,2004,30.3,F,119.49,165.65,130.72,Crayfish,2,13.27,505mm total length,,
LK-023-SMB-2-L,7.392350458,-24.06157305,-24.73309832,-28.06,5.65,lake,smallmouth bass,october,liver,2023,113,118,21.1627,,M,Too small,2.9973,2.8798,Empty,NA,NA,NA,,
LK-023-SMB-2-M,3.852775456,-25.9657523,-25.33494453,-26.46,6.03,lake,smallmouth bass,october,muscle,2023,113,118,21.1627,,M,Too small,2.9973,2.8798,Empty,NA,NA,NA,,
LK-A23-SMB-1-L,5.991902381,-25.74801664,-25.85918045,-28.36,6.44,lake,smallmouth bass,august,liver,2023,479,505,2004,30.3,F,119.49,165.65,130.72,Crayfish,2,13.27,505mm total length,,
LK-A23-SMB-1-M,3.725300419,-26.70195259,-26.03168607,-27.07,7.31,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-10-L,5.021231435,-25.98898088,-25.74538738,-27.64,6.22,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-10-M,3.819990329,-26.06820957,-25.42719952,-26.53,6.6,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-2-L,5.746587134,-25.96087874,-25.97968085,-28.33,7.24,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-2-M,3.80397136,-26.87406835,-26.22808697,-27.32,7.36,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-3-L,5.247814503,-26.58466364,-26.42128667,-28.46,6.73,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-3-M,3.721038062,-27.65617232,-26.98459621,-28.02,7.02,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-4-L,5.340670656,-26.28273605,-26.15269638,-28.25,7,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-4-M,3.698066595,-25.58891407,-24.91029101,-25.93,6.79,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-5-L,5.269817918,-26.36288026,-26.20737875,-28.26,6.63,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-5-M,3.764514108,-27.06313103,-26.40494253,-27.47,6.96,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-6-M,3.78461798,-26.3832282,-25.73125258,-26.81,7.31,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-7-L,5.143879943,-27.41755886,-27.21718599,-29.19,5.91,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-7-M,3.80682583,-27.51124243,-26.86614625,-27.96,7.19,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-8-L,5.91693475,-25.7622346,-25.84498303,-28.3,7.63,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-8-M,3.765430196,-25.54222411,-24.88431841,-25.95,7.52,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-9-L,5.46371955,-27.01091765,-26.92546593,-29.1,7,lake,smallmouth bass,august,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-A23-SMB-9-M,3.681473355,-27.34534138,-26.6616395,-27.67,7,lake,smallmouth bass,august,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-M23-SMB-1-L,5.980176172,-25.88962559,-25.99633378,-28.49,8,lake,smallmouth bass,may,liver,2023,369,389,790,17.53,F,47.88,55.76,52.02,leech,1,2.72,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-1-M,3.820030738,-25.54816957,-24.90717207,-26.01,7.7,lake,smallmouth bass,may,muscle,2023,369,389,790,17.53,F,47.88,55.76,52.02,leech,1,2.72,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-10-L,5.1806182,-27.39118798,-27.2038536,-29.2,8.08,lake,smallmouth bass,may,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-M23-SMB-10-M,3.806367429,-27.34169625,-26.6964579,-27.79,7.77,lake,smallmouth bass,may,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK-M23-SMB-2-L,5.232863465,-26.26946517,-26.10074553,-28.13,7.6,lake,smallmouth bass,may,liver,2023,335,348,530,12.16,F,30.36,28.84,28.59,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-2-M,3.820030738,-26.11816957,-25.47717207,-26.58,7.7,lake,smallmouth bass,may,muscle,2023,335,348,530,12.16,F,30.36,28.84,28.59,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-3-L,5.435020774,-26.55932943,-26.46343676,-28.62,8.02,lake,smallmouth bass,may,liver,2023,292,301,310,5.99,M,2.72,20.11,19.48,odonate,1,0.63,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-3-M,3.692906502,-27.37402256,-26.69381908,-27.71,7.52,lake,smallmouth bass,may,muscle,2023,292,301,310,5.99,M,2.72,20.11,19.48,odonate,1,0.63,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-4-L,5.346713245,-26.10675389,-25.9788929,-28.08,7.91,lake,smallmouth bass,may,liver,2023,431,462,1254,23,F,159.6,70.4,65.9,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-4-M,3.81191517,-25.76620398,-25.12268677,-26.22,7.83,lake,smallmouth bass,may,muscle,2023,431,462,1254,23,F,159.6,70.4,65.9,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-5-L,5.422664627,-25.40156202,-25.30118182,-27.45,7.2,lake,smallmouth bass,may,liver,2023,403,424,1104,26.4,F,95.9,61.7,59.7,crayfish,1,0.7,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-5-M,3.777327013,-25.15044626,-24.49621582,-25.57,7.59,lake,smallmouth bass,may,muscle,2023,403,424,1104,26.4,F,95.9,61.7,59.7,crayfish,1,0.7,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-7-L,5.639279018,-25.62711377,-25.60608066,-27.89,8.24,lake,smallmouth bass,may,liver,2023,325,342,502,6.1,M,6.1,21.8,21.8,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-7-M,3.794573564,-26.08337217,-25.43447843,-26.52,7.35,lake,smallmouth bass,may,muscle,2023,325,342,502,6.1,M,6.1,21.8,21.8,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-8-L,5.919355138,-25.57983841,-25.66350166,-28.12,7.57,lake,smallmouth bass,may,liver,2023,266,281,312,5.6,M,2.9,34.2,28.1,unidentified fish,1,2.6,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-8-L,5.919355138,-25.57983841,-25.66350166,-28.12,7.57,lake,smallmouth bass,may,liver,2023,266,281,312,5.6,M,2.9,34.2,28.1,crayfish,1,2.2,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-8-L,5.919355138,-25.57983841,-25.66350166,-28.12,7.57,lake,smallmouth bass,may,liver,2023,266,281,312,5.6,M,2.9,34.2,28.1,odonate,1,0.1,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-8-M,3.809524602,-26.54857064,-25.90431165,-27,7.47,lake,smallmouth bass,may,muscle,2023,266,281,312,5.6,M,2.9,34.2,28.1,unidentified fish,1,2.6,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-8-M,3.809524602,-26.54857064,-25.90431165,-27,7.47,lake,smallmouth bass,may,muscle,2023,266,281,312,5.6,M,2.9,34.2,28.1,crayfish,1,2.2,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-8-M,3.809524602,-26.54857064,-25.90431165,-27,7.47,lake,smallmouth bass,may,muscle,2023,266,281,312,5.6,M,2.9,34.2,28.1,odonate,1,0.1,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-9-L,4.887145226,-24.90172623,-24.61142717,-26.42,8.17,lake,smallmouth bass,may,liver,2023,314,331,476,5.6,F,4.3,31,31,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-9-M,3.841236542,-24.73717582,-24.10277306,-25.22,7.33,lake,smallmouth bass,may,muscle,2023,314,331,476,5.6,F,4.3,31,31,empty,NA,NA,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-6-L,5.3148364,-26.39831196,-26.25897038,-28.34,8.15,lake,smallmouth bass,may,liver,2023,302,322,430,8,F,14.3,32.2,30,crayfish,1,1.6,"Muscle, Liver, Gonad, Fin, Otolith",,
LK-M23-SMB-6-M,3.73746789,-26.28990679,-25.62338217,-26.67,7.64,lake,smallmouth bass,may,muscle,2023,302,322,430,8,F,14.3,32.2,30,crayfish,1,1.6,"Muscle, Liver, Gonad, Fin, Otolith",,
LK9-023-SMB-3-L,7.26876138,-24.94392623,-25.56381512,-28.82,5.36,lake,smallmouth bass,october,liver,2023,80,83,6.5688,,F,0.034,0.5874,0.4872,Odonate,,,,,
LK9-023-SMB-3-M,3.906582203,-25.20248362,-24.58850037,-25.75,5.11,lake,smallmouth bass,october,muscle,2023,80,83,6.5688,,F,0.034,0.5874,0.4872,Odonate,,,,,
LK9-023-SMB-4-L,7.614930243,-26.66121906,-27.4267661,-30.88,4.41,lake,smallmouth bass,october,liver,2023,63,69,3.8997,NA,IND,NA,0.2572,0.2572,Invert parts,NA,NA,NA,,
LK9-023-SMB-4-M,3.985681901,-28.03417492,-27.44510596,-28.66,5.12,lake,smallmouth bass,october,muscle,2023,63,69,3.8997,NA,IND,NA,0.2572,0.2572,Invert parts,NA,NA,NA,,
CR1-A24-SMB-7-L,5.206352623,-23.3616,-22.82819152,-24.16,4.16,creek,smallmouth bass,august,liver,2024,92,97,9.7,0.1172,IND,NA,0.6586,0.6586,empty,NA,NA,NA,,
CR1-A24-SMB-7-M,3.793890147,-21.0655,-20.66032055,-22.25,4.55,creek,smallmouth bass,august,muscle,2024,92,97,9.7,0.1172,IND,NA,0.6586,0.6586,empty,NA,NA,NA,,
CR5-A24-SMB-1-L,5.734946257,-24.8037,-25.06068536,-27.79,6.37,creek,smallmouth bass,august,liver,2024,170,178,81.5014,NA,F,0.1542,11.2377,6.3113,degraded fish,1,4.36,NA,,
CR5-A24-SMB-1-M,3.794586145,-23.7935,-24.44728484,-27.75,7.35,creek,smallmouth bass,august,muscle,2024,170,178,81.5014,NA,F,0.1542,11.2377,6.3113,degraded fish,1,4.36,NA,,
CR5-A24-SMB-10-L,5.359884822,-24.0928,-23.94094796,-26,5.28,creek,smallmouth bass,august,liver,2024,135,140,33.1,0.5249,IND,NA,3.3302,2.6698,degraded fish,1,0.6,NA,,
CR5-A24-SMB-10-M,3.772938532,-21.7363,-21.71183864,-23.99,5.63,creek,smallmouth bass,august,muscle,2024,135,140,33.1,0.5249,IND,NA,3.3302,2.6698,degraded fish,1,0.6,NA,,
CR5-A24-SMB-2-L,5.888751284,-24.0589,-23.76958935,-25.58,4.89,creek,smallmouth bass,august,liver,2024,100,110,16.0838,0.0633,IND,NA,2.9495,0.7244,yellow perch,1,1.77,NA,,
CR5-A24-SMB-2-M,4.171012338,-21.6532,-21.51571597,-23.6,5.32,creek,smallmouth bass,august,muscle,2024,100,110,16.0838,0.0633,IND,NA,2.9495,0.7244,yellow perch,1,1.77,NA,,
